csv_path,timestep_start,annotation
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Cascadia_8_Color_AquariusHibscsBearingSeaBlk_Size_50/Elastic/medium/Cascadia_8_Color_AquariusHibscsBearingSeaBlk_Size_50_Elastic_medium.csv,1620,"End-effector holding position of the object, maintaining a stable hold, using moderate force, causing medium-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Cascadia_8_Color_AquariusHibscsBearingSeaBlk_Size_50/Elastic/medium/Cascadia_8_Color_AquariusHibscsBearingSeaBlk_Size_50_Elastic_medium.csv,1890,"End-effector rotating the object, by an angle of 45.0 degrees, using moderate force, causing medium-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Cascadia_8_Color_AquariusHibscsBearingSeaBlk_Size_50/Elastic/medium/Cascadia_8_Color_AquariusHibscsBearingSeaBlk_Size_50_Elastic_medium.csv,2160,"End-effector continue rotating the object, by an angle of 45.0 degrees, using moderate force, causing medium-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Cascadia_8_Color_AquariusHibscsBearingSeaBlk_Size_50/Elastic/medium/Cascadia_8_Color_AquariusHibscsBearingSeaBlk_Size_50_Elastic_medium.csv,2430,The object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Cascadia_8_Color_AquariusHibscsBearingSeaBlk_Size_50/Elastic/medium/Cascadia_8_Color_AquariusHibscsBearingSeaBlk_Size_50_Elastic_medium.csv,2700,The object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Crayola_Crayons_24_count/Elastic/medium/Crayola_Crayons_24_count_Elastic_medium.csv,0,"End-effector start towards the object, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Crayola_Crayons_24_count/Elastic/medium/Crayola_Crayons_24_count_Elastic_medium.csv,270,"End-effector grasping the object, using moderate force, causing medium-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Crayola_Crayons_24_count/Elastic/medium/Crayola_Crayons_24_count_Elastic_medium.csv,540,"End-effector continue grasping the object, using moderate force, causing medium-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Crayola_Crayons_24_count/Elastic/medium/Crayola_Crayons_24_count_Elastic_medium.csv,810,"End-effector lifting the object, using moderate force, causing medium-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Crayola_Crayons_24_count/Elastic/medium/Crayola_Crayons_24_count_Elastic_medium.csv,1080,"End-effector rotating the object, by an angle of 30.0 degrees, using moderate force, causing medium-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Crayola_Crayons_24_count/Elastic/medium/Crayola_Crayons_24_count_Elastic_medium.csv,1350,"End-effector continue rotating the object, by an angle of 30.0 degrees, using moderate force, causing medium-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Crayola_Crayons_24_count/Elastic/medium/Crayola_Crayons_24_count_Elastic_medium.csv,1620,"End-effector holding position of the object, maintaining a stable hold, using moderate force, causing medium-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Crayola_Crayons_24_count/Elastic/medium/Crayola_Crayons_24_count_Elastic_medium.csv,1890,"End-effector rotating the object, by an angle of 45.0 degrees, using moderate force, causing medium-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Crayola_Crayons_24_count/Elastic/medium/Crayola_Crayons_24_count_Elastic_medium.csv,2160,"End-effector continue rotating the object, by an angle of 45.0 degrees, using moderate force, causing medium-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Crayola_Crayons_24_count/Elastic/medium/Crayola_Crayons_24_count_Elastic_medium.csv,2430,The object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Crayola_Crayons_24_count/Elastic/medium/Crayola_Crayons_24_count_Elastic_medium.csv,2700,The object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Cole_Hardware_School_Bell_Solid_Brass_38/Elastic/medium/Cole_Hardware_School_Bell_Solid_Brass_38_Elastic_medium.csv,0,"End-effector start towards the object, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Cole_Hardware_School_Bell_Solid_Brass_38/Elastic/medium/Cole_Hardware_School_Bell_Solid_Brass_38_Elastic_medium.csv,270,"End-effector grasping the object, using moderate force, causing medium-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Cole_Hardware_School_Bell_Solid_Brass_38/Elastic/medium/Cole_Hardware_School_Bell_Solid_Brass_38_Elastic_medium.csv,540,"End-effector continue grasping the object, using moderate force, causing medium-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Cole_Hardware_School_Bell_Solid_Brass_38/Elastic/medium/Cole_Hardware_School_Bell_Solid_Brass_38_Elastic_medium.csv,810,"End-effector lifting the object, using moderate force, causing medium-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Cole_Hardware_School_Bell_Solid_Brass_38/Elastic/medium/Cole_Hardware_School_Bell_Solid_Brass_38_Elastic_medium.csv,1080,"End-effector rotating the object, by an angle of 45.0 degrees, using moderate force, causing medium-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Cole_Hardware_School_Bell_Solid_Brass_38/Elastic/medium/Cole_Hardware_School_Bell_Solid_Brass_38_Elastic_medium.csv,1350,"End-effector holding position of the object, maintaining a stable hold, using moderate force, causing medium-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Cole_Hardware_School_Bell_Solid_Brass_38/Elastic/medium/Cole_Hardware_School_Bell_Solid_Brass_38_Elastic_medium.csv,1620,"End-effector continue holding position of the object, maintaining a stable hold, using moderate force, causing medium-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Cole_Hardware_School_Bell_Solid_Brass_38/Elastic/medium/Cole_Hardware_School_Bell_Solid_Brass_38_Elastic_medium.csv,1890,"End-effector rotating the object, by an angle of 45.0 degrees, using moderate force, causing medium-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Cole_Hardware_School_Bell_Solid_Brass_38/Elastic/medium/Cole_Hardware_School_Bell_Solid_Brass_38_Elastic_medium.csv,2160,"End-effector holding position of the object, maintaining a stable hold, using moderate force, causing medium-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Cole_Hardware_School_Bell_Solid_Brass_38/Elastic/medium/Cole_Hardware_School_Bell_Solid_Brass_38_Elastic_medium.csv,2430,"End-effector continue holding position of the object, maintaining a stable hold, using moderate force, causing medium-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Cole_Hardware_School_Bell_Solid_Brass_38/Elastic/medium/Cole_Hardware_School_Bell_Solid_Brass_38_Elastic_medium.csv,2700,The object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Melissa_Doug_Pound_and_Roll/Elastic/medium/Melissa_Doug_Pound_and_Roll_Elastic_medium.csv,0,"End-effector start towards the object, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Melissa_Doug_Pound_and_Roll/Elastic/medium/Melissa_Doug_Pound_and_Roll_Elastic_medium.csv,270,"End-effector grasping the object, using moderate force, causing medium-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Melissa_Doug_Pound_and_Roll/Elastic/medium/Melissa_Doug_Pound_and_Roll_Elastic_medium.csv,540,"End-effector continue grasping the object, using moderate force, causing medium-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Melissa_Doug_Pound_and_Roll/Elastic/medium/Melissa_Doug_Pound_and_Roll_Elastic_medium.csv,810,"End-effector lifting the object, using moderate force, causing medium-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Melissa_Doug_Pound_and_Roll/Elastic/medium/Melissa_Doug_Pound_and_Roll_Elastic_medium.csv,1080,"End-effector rotating the object, by an angle of 30.0 degrees, using moderate force, causing medium-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Melissa_Doug_Pound_and_Roll/Elastic/medium/Melissa_Doug_Pound_and_Roll_Elastic_medium.csv,1350,"End-effector continue rotating the object, by an angle of 30.0 degrees, using moderate force, causing medium-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Melissa_Doug_Pound_and_Roll/Elastic/medium/Melissa_Doug_Pound_and_Roll_Elastic_medium.csv,1620,"End-effector holding position of the object, maintaining a stable hold, using moderate force, causing medium-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Melissa_Doug_Pound_and_Roll/Elastic/medium/Melissa_Doug_Pound_and_Roll_Elastic_medium.csv,1890,"End-effector rotating the object, by an angle of 45.0 degrees, using moderate force, causing medium-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Melissa_Doug_Pound_and_Roll/Elastic/medium/Melissa_Doug_Pound_and_Roll_Elastic_medium.csv,2160,"End-effector continue rotating the object, by an angle of 45.0 degrees, using moderate force, causing medium-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Melissa_Doug_Pound_and_Roll/Elastic/medium/Melissa_Doug_Pound_and_Roll_Elastic_medium.csv,2430,The object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Melissa_Doug_Pound_and_Roll/Elastic/medium/Melissa_Doug_Pound_and_Roll_Elastic_medium.csv,2700,The object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Perricone_MD_Neuropeptide_Firming_Moisturizer/Elastic/hard/Perricone_MD_Neuropeptide_Firming_Moisturizer_Elastic_hard.csv,0,"End-effector start towards the object, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Perricone_MD_Neuropeptide_Firming_Moisturizer/Elastic/hard/Perricone_MD_Neuropeptide_Firming_Moisturizer_Elastic_hard.csv,270,"End-effector grasping the object, using strong force, causing hard-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Perricone_MD_Neuropeptide_Firming_Moisturizer/Elastic/hard/Perricone_MD_Neuropeptide_Firming_Moisturizer_Elastic_hard.csv,540,"End-effector continue grasping the object, using strong force, causing hard-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Perricone_MD_Neuropeptide_Firming_Moisturizer/Elastic/hard/Perricone_MD_Neuropeptide_Firming_Moisturizer_Elastic_hard.csv,810,"End-effector lifting the object, using strong force, causing hard-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Perricone_MD_Neuropeptide_Firming_Moisturizer/Elastic/hard/Perricone_MD_Neuropeptide_Firming_Moisturizer_Elastic_hard.csv,1080,"End-effector rotating the object, by an angle of 45.0 degrees, using strong force, causing hard-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Perricone_MD_Neuropeptide_Firming_Moisturizer/Elastic/hard/Perricone_MD_Neuropeptide_Firming_Moisturizer_Elastic_hard.csv,1350,"End-effector continue rotating the object, by an angle of 45.0 degrees, using strong force, causing hard-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Perricone_MD_Neuropeptide_Firming_Moisturizer/Elastic/hard/Perricone_MD_Neuropeptide_Firming_Moisturizer_Elastic_hard.csv,1620,"End-effector holding position of the object, maintaining a stable hold, using strong force, causing hard-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Perricone_MD_Neuropeptide_Firming_Moisturizer/Elastic/hard/Perricone_MD_Neuropeptide_Firming_Moisturizer_Elastic_hard.csv,1890,"End-effector rotating the object, by an angle of 30.0 degrees, using strong force, causing hard-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Perricone_MD_Neuropeptide_Firming_Moisturizer/Elastic/hard/Perricone_MD_Neuropeptide_Firming_Moisturizer_Elastic_hard.csv,2160,"End-effector continue rotating the object, by an angle of 30.0 degrees, using strong force, causing hard-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Perricone_MD_Neuropeptide_Firming_Moisturizer/Elastic/hard/Perricone_MD_Neuropeptide_Firming_Moisturizer_Elastic_hard.csv,2430,"End-effector holding position of the object, maintaining a stable hold, using strong force, causing hard-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Perricone_MD_Neuropeptide_Firming_Moisturizer/Elastic/hard/Perricone_MD_Neuropeptide_Firming_Moisturizer_Elastic_hard.csv,2700,The object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps/Elastic/soft/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps_Elastic_soft.csv,0,"End-effector start towards the object, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps/Elastic/soft/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps_Elastic_soft.csv,270,"End-effector grasping the object, using gentle force, causing soft-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps/Elastic/soft/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps_Elastic_soft.csv,540,"End-effector continue grasping the object, using gentle force, causing soft-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps/Elastic/soft/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps_Elastic_soft.csv,810,"End-effector lifting the object, using gentle force, causing soft-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps/Elastic/soft/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps_Elastic_soft.csv,1080,"End-effector rotating the object, by an angle of 45.0 degrees, using gentle force, causing soft-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps/Elastic/soft/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps_Elastic_soft.csv,1350,"End-effector continue rotating the object, by an angle of 45.0 degrees, using gentle force, causing soft-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps/Elastic/soft/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps_Elastic_soft.csv,1620,"End-effector holding position of the object, maintaining a stable hold, using gentle force, causing soft-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps/Elastic/soft/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps_Elastic_soft.csv,1890,"End-effector rotating the object, by an angle of 30.0 degrees, using gentle force, causing soft-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps/Elastic/soft/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps_Elastic_soft.csv,2160,"End-effector continue rotating the object, by an angle of 30.0 degrees, using gentle force, causing soft-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps/Elastic/soft/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps_Elastic_soft.csv,2430,"End-effector holding position of the object, maintaining a stable hold, using gentle force, causing soft-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps/Elastic/soft/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps_Elastic_soft.csv,2700,The object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/medium/Blackcurrant_Lutein_Elastic_medium.csv,0,"End-effector start towards the object, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/medium/Blackcurrant_Lutein_Elastic_medium.csv,270,"End-effector grasping the object, using moderate force, causing medium-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/medium/Blackcurrant_Lutein_Elastic_medium.csv,540,"End-effector continue grasping the object, using moderate force, causing medium-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/medium/Blackcurrant_Lutein_Elastic_medium.csv,810,"End-effector lifting the object, using moderate force, causing medium-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/medium/Blackcurrant_Lutein_Elastic_medium.csv,1080,"End-effector rotating the object, by an angle of 30.0 degrees, using moderate force, causing medium-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/medium/Blackcurrant_Lutein_Elastic_medium.csv,1350,"End-effector continue rotating the object, by an angle of 30.0 degrees, using moderate force, causing medium-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/medium/Blackcurrant_Lutein_Elastic_medium.csv,1620,"End-effector holding position of the object, maintaining a stable hold, using moderate force, causing medium-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/medium/Blackcurrant_Lutein_Elastic_medium.csv,1890,"End-effector rotating the object, by an angle of 45.0 degrees, using moderate force, causing medium-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/medium/Blackcurrant_Lutein_Elastic_medium.csv,2160,"End-effector continue rotating the object, by an angle of 45.0 degrees, using moderate force, causing medium-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/medium/Blackcurrant_Lutein_Elastic_medium.csv,2430,"End-effector holding position of the object, maintaining a stable hold, using moderate force, causing medium-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/medium/Blackcurrant_Lutein_Elastic_medium.csv,2700,"End-effector stopping the object, using zero-force, causing undeformed shape."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans/Elastic/hard/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans_Elastic_hard.csv,0,"End-effector start towards the object, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans/Elastic/hard/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans_Elastic_hard.csv,270,"End-effector grasping the object, using strong force, causing hard-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans/Elastic/hard/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans_Elastic_hard.csv,540,"End-effector continue grasping the object, using strong force, causing hard-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans/Elastic/hard/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans_Elastic_hard.csv,810,"End-effector lifting the object, using strong force, causing hard-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans/Elastic/hard/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans_Elastic_hard.csv,1080,"End-effector rotating the object, by an angle of 45.0 degrees, using strong force, causing hard-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans/Elastic/hard/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans_Elastic_hard.csv,1350,"End-effector continue rotating the object, by an angle of 45.0 degrees, using strong force, causing hard-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans/Elastic/hard/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans_Elastic_hard.csv,1620,"End-effector holding position of the object, maintaining a stable hold, using strong force, causing hard-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans/Elastic/hard/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans_Elastic_hard.csv,1890,"End-effector rotating the object, by an angle of 45.0 degrees, using strong force, causing hard-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans/Elastic/hard/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans_Elastic_hard.csv,2160,"End-effector continue rotating the object, by an angle of 45.0 degrees, using strong force, causing hard-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans/Elastic/hard/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans_Elastic_hard.csv,2430,"End-effector holding position of the object, maintaining a stable hold, using strong force, causing hard-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans/Elastic/hard/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans_Elastic_hard.csv,2700,The object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/hard/Blackcurrant_Lutein_Elastic_hard.csv,0,"End-effector start towards the object, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/hard/Blackcurrant_Lutein_Elastic_hard.csv,270,"End-effector grasping the object, using strong force, causing hard-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/hard/Blackcurrant_Lutein_Elastic_hard.csv,540,"End-effector continue grasping the object, using strong force, causing hard-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/hard/Blackcurrant_Lutein_Elastic_hard.csv,810,"End-effector lifting the object, using strong force, causing hard-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/hard/Blackcurrant_Lutein_Elastic_hard.csv,1080,"End-effector rotating the object, by an angle of 45.0 degrees, using strong force, causing hard-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/hard/Blackcurrant_Lutein_Elastic_hard.csv,1350,"End-effector holding position of the object, maintaining a stable hold, using strong force, causing hard-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/hard/Blackcurrant_Lutein_Elastic_hard.csv,1620,"End-effector continue holding position of the object, maintaining a stable hold, using strong force, causing hard-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/csv/Blackcurrant_Lutein/Elastic/hard/Blackcurrant_Lutein_Elastic_hard.csv,1890,"End-effector rotating the object, by an angle of 45.0 degrees, using strong force, causing hard-deformation, with constant force."
